User_ID,Age,Gender,Annual_Income,Risk_Tolerance,Investment_Goal,Preferred_Sector,Investment_Horizon,Current_Investments,Recommended_Portfolio
U3865,63,Female,140871,High,Emergency Fund,Energy,Long-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U3866,26,Male,184543,Low,Emergency Fund,Healthcare,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3867,26,Female,136088,Medium,Emergency Fund,Finance,Long-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3868,38,Female,112674,Medium,House Purchase,Consumer Goods,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3869,35,Male,91129,High,Wealth Growth,Energy,Medium-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U3870,27,Male,183244,High,Emergency Fund,Real Estate,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U3871,38,Male,166054,Medium,Emergency Fund,Tech,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3872,32,Female,180229,Medium,Emergency Fund,Finance,Medium-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3873,43,Female,23999,Low,Wealth Growth,Healthcare,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3874,58,Male,129952,Medium,House Purchase,Energy,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U3875,48,Male,33317,Medium,Education,Healthcare,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3876,25,Male,173219,Medium,Retirement,Healthcare,Long-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3877,62,Male,173246,High,House Purchase,Tech,Long-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U3878,21,Male,135620,High,House Purchase,Energy,Long-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U3879,57,Male,39675,Medium,House Purchase,Tech,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3880,35,Male,111266,Medium,Emergency Fund,Real Estate,Short-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U3881,36,Female,147791,Medium,Emergency Fund,Consumer Goods,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3882,29,Female,176213,Medium,Wealth Growth,Healthcare,Medium-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3883,22,Female,131105,Low,Emergency Fund,Healthcare,Short-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U3884,28,Male,170520,High,Wealth Growth,Healthcare,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3885,33,Male,71246,Medium,House Purchase,Consumer Goods,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3886,22,Male,118602,Low,Wealth Growth,Tech,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3887,36,Male,155081,Medium,House Purchase,Energy,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U3888,24,Other,107519,Medium,House Purchase,Tech,Short-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3889,54,Female,162269,Medium,Retirement,Energy,Medium-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U3890,23,Other,142124,Medium,Retirement,Real Estate,Short-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U3891,20,Male,166083,Medium,Retirement,Energy,Medium-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U3892,63,Other,198092,Medium,Wealth Growth,Tech,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3893,20,Other,169111,Medium,House Purchase,Consumer Goods,Short-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3894,64,Male,198752,High,Education,Real Estate,Medium-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U3895,41,Female,179158,Low,Emergency Fund,Consumer Goods,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3896,40,Female,121783,Medium,House Purchase,Consumer Goods,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3897,30,Female,118867,Medium,House Purchase,Consumer Goods,Long-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3898,42,Female,166318,High,Wealth Growth,Energy,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U3899,49,Male,199926,Low,Emergency Fund,Tech,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3900,20,Female,61706,Medium,House Purchase,Tech,Short-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U3901,21,Female,128472,Medium,Retirement,Finance,Short-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3902,56,Male,57361,Low,Wealth Growth,Consumer Goods,Short-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U3903,29,Male,117387,Medium,Emergency Fund,Consumer Goods,Short-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3904,26,Female,105214,Low,House Purchase,Real Estate,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3905,39,Female,37296,Low,Retirement,Finance,Short-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3906,25,Male,192479,Medium,Wealth Growth,Healthcare,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3907,63,Male,56098,Medium,Wealth Growth,Finance,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3908,48,Other,197441,Low,Emergency Fund,Healthcare,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3909,26,Other,78251,High,House Purchase,Consumer Goods,Long-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U3910,39,Male,135572,Low,Education,Energy,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3911,37,Male,136367,Medium,Education,Tech,Long-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U3912,46,Female,164876,Low,Retirement,Tech,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3913,47,Female,91642,Medium,Wealth Growth,Healthcare,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3914,44,Male,35385,Medium,Wealth Growth,Finance,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3915,54,Other,171205,High,Retirement,Finance,Short-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U3916,31,Other,26994,Medium,Emergency Fund,Finance,Short-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3917,42,Male,24143,Medium,Emergency Fund,Consumer Goods,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3918,48,Female,170085,Low,Retirement,Energy,Long-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3919,55,Female,163951,Medium,Emergency Fund,Energy,Medium-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U3920,60,Female,52851,Low,Wealth Growth,Real Estate,Short-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U3921,57,Female,84320,Medium,House Purchase,Finance,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3922,41,Female,81812,Medium,Emergency Fund,Healthcare,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3923,35,Female,100906,Medium,Education,Finance,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3924,27,Female,143782,High,Education,Energy,Long-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U3925,50,Female,81368,Low,Retirement,Finance,Medium-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3926,50,Male,66167,High,Emergency Fund,Healthcare,Long-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U3927,21,Male,79281,Low,Wealth Growth,Healthcare,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3928,45,Male,125895,Low,House Purchase,Healthcare,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3929,42,Male,154305,Medium,Emergency Fund,Energy,Long-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U3930,38,Male,44762,Low,House Purchase,Consumer Goods,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3931,38,Male,106813,Medium,Education,Tech,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3932,30,Female,127781,Low,Emergency Fund,Finance,Long-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3933,63,Male,132045,Medium,Emergency Fund,Consumer Goods,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3934,30,Male,34332,Medium,Education,Finance,Medium-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3935,58,Male,183383,Medium,Retirement,Healthcare,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3936,46,Female,187727,Medium,Wealth Growth,Energy,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U3937,41,Female,178086,High,Retirement,Tech,Medium-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U3938,39,Male,177672,Low,Education,Consumer Goods,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3939,21,Female,59734,Medium,Wealth Growth,Healthcare,Long-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U3940,31,Male,156408,Medium,Retirement,Energy,Short-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U3941,58,Male,61009,Medium,Retirement,Finance,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3942,24,Female,98816,Medium,Retirement,Finance,Medium-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3943,42,Female,20559,Low,Emergency Fund,Healthcare,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3944,55,Male,128848,Medium,Retirement,Real Estate,Long-term,Bonds,"60% Real Estate, 30% Stocks, 10% Bonds"
U3945,36,Female,101420,Low,Education,Real Estate,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3946,46,Male,177636,Low,Wealth Growth,Healthcare,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3947,43,Other,178425,Low,Wealth Growth,Finance,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3948,39,Female,26100,Medium,Education,Real Estate,Medium-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U3949,36,Other,186466,Low,Retirement,Energy,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3950,34,Male,179465,Low,House Purchase,Consumer Goods,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3951,38,Male,139445,Medium,Emergency Fund,Finance,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3952,43,Male,180108,Low,Retirement,Healthcare,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3953,60,Male,147650,Medium,Wealth Growth,Energy,Medium-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U3954,29,Male,63611,High,Emergency Fund,Finance,Short-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U3955,32,Male,149376,Medium,Wealth Growth,Finance,Short-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3956,26,Female,123507,Medium,Education,Consumer Goods,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3957,23,Male,134830,Medium,Retirement,Healthcare,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3958,58,Male,122635,High,Education,Real Estate,Long-term,Mixed Portfolio,"80% Stocks, 10% Crypto, 10% Cash"
U3959,48,Male,182808,High,House Purchase,Energy,Medium-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U3960,37,Other,67120,High,House Purchase,Finance,Short-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U3961,36,Other,68507,High,Emergency Fund,Finance,Long-term,Real Estate,"70% Stocks, 20% Bonds, 10% Crypto"
U3962,44,Female,55323,Medium,Wealth Growth,Healthcare,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3963,52,Female,145283,Medium,Wealth Growth,Finance,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3964,35,Female,59173,Low,Emergency Fund,Finance,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3965,33,Male,60488,Medium,House Purchase,Finance,Medium-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3966,22,Female,73265,High,Wealth Growth,Tech,Long-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U3967,36,Male,143444,Medium,Education,Consumer Goods,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3968,34,Male,111544,Medium,Wealth Growth,Real Estate,Long-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U3969,26,Male,112015,Medium,Wealth Growth,Tech,Long-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3970,23,Other,113880,High,Wealth Growth,Finance,Medium-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U3971,33,Male,163631,High,Education,Consumer Goods,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U3972,24,Other,49642,High,House Purchase,Healthcare,Medium-term,Crypto,"70% Stocks, 20% Bonds, 10% Crypto"
U3973,27,Female,155062,Low,Retirement,Energy,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3974,49,Male,32494,Medium,Emergency Fund,Energy,Short-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U3975,62,Male,115783,Low,House Purchase,Real Estate,Short-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U3976,51,Male,123674,Medium,Retirement,Consumer Goods,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3977,54,Male,84588,Medium,Education,Consumer Goods,Medium-term,Mutual Funds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U3978,26,Male,43917,Low,Retirement,Healthcare,Medium-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3979,32,Female,79827,High,Education,Tech,Long-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U3980,50,Male,88334,Low,Emergency Fund,Energy,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3981,46,Male,29360,Medium,Retirement,Consumer Goods,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3982,34,Female,124126,Medium,Retirement,Tech,Medium-term,Bonds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3983,31,Male,176514,Low,Emergency Fund,Finance,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3984,21,Other,48051,Medium,Education,Healthcare,Long-term,Mixed Portfolio,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U3985,38,Male,76115,Medium,Emergency Fund,Energy,Long-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U3986,28,Female,28352,Low,Wealth Growth,Real Estate,Short-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U3987,46,Male,199929,High,Wealth Growth,Tech,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U3988,58,Male,197798,Medium,Wealth Growth,Consumer Goods,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3989,57,Female,139839,Low,Retirement,Real Estate,Short-term,Bonds,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U3990,32,Male,154978,Low,Retirement,Energy,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3991,22,Male,102568,Medium,Wealth Growth,Energy,Long-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U3992,59,Other,26679,Medium,House Purchase,Healthcare,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3993,64,Female,24109,Medium,Emergency Fund,Healthcare,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3994,41,Male,178487,Low,Retirement,Finance,Long-term,Mutual Funds,"60% Real Estate, 30% Stocks, 10% Bonds"
U3995,55,Male,123259,Medium,Education,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U3996,33,Male,110214,Medium,Retirement,Energy,Long-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U3997,49,Male,52620,High,Emergency Fund,Tech,Medium-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U3998,44,Male,83225,High,Wealth Growth,Tech,Medium-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U3999,27,Female,163275,Medium,Wealth Growth,Energy,Long-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U4000,40,Male,82843,High,Retirement,Healthcare,Medium-term,Mixed Portfolio,"70% Stocks, 20% Bonds, 10% Crypto"
U4001,29,Female,95055,Medium,Retirement,Energy,Medium-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U4002,58,Female,145265,Medium,Retirement,Healthcare,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4003,61,Female,131402,High,Retirement,Tech,Short-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U4004,55,Female,60118,Medium,Retirement,Healthcare,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4005,40,Male,129397,Medium,Emergency Fund,Finance,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4006,45,Male,97518,Low,Emergency Fund,Real Estate,Short-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4007,37,Female,189071,Medium,House Purchase,Tech,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4008,36,Female,123911,High,House Purchase,Energy,Short-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U4009,33,Female,51905,Medium,House Purchase,Real Estate,Long-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U4010,62,Male,58918,High,Wealth Growth,Tech,Long-term,Bonds,"70% Stocks, 20% Bonds, 10% Crypto"
U4011,55,Female,115241,Medium,Retirement,Healthcare,Long-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4012,49,Female,129537,Low,House Purchase,Real Estate,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4013,42,Female,149040,Medium,House Purchase,Energy,Medium-term,Mixed Portfolio,"60% Real Estate, 30% Stocks, 10% Bonds"
U4014,49,Male,173395,Low,House Purchase,Finance,Long-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4015,39,Other,103587,Low,House Purchase,Healthcare,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4016,36,Female,79609,Medium,Education,Real Estate,Short-term,Crypto,"60% Real Estate, 30% Stocks, 10% Bonds"
U4017,38,Female,185655,Medium,Education,Tech,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4018,23,Male,21765,High,House Purchase,Healthcare,Long-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4019,35,Male,148824,Medium,Wealth Growth,Tech,Short-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4020,60,Male,146226,Medium,Retirement,Finance,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4021,26,Male,26265,Low,Retirement,Real Estate,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4022,60,Male,138521,High,House Purchase,Energy,Long-term,Bonds,"80% Stocks, 10% Crypto, 10% Cash"
U4023,38,Female,103928,High,Emergency Fund,Tech,Medium-term,Crypto,"80% Stocks, 10% Crypto, 10% Cash"
U4024,34,Female,67265,Medium,Wealth Growth,Consumer Goods,Short-term,Stocks,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4025,39,Male,178527,Medium,Education,Healthcare,Medium-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4026,32,Female,31166,Low,Emergency Fund,Finance,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4027,45,Male,71873,High,House Purchase,Healthcare,Medium-term,Stocks,"70% Stocks, 20% Bonds, 10% Crypto"
U4028,52,Male,160988,Low,Emergency Fund,Tech,Long-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4029,60,Female,42549,Medium,Wealth Growth,Healthcare,Short-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4030,53,Female,43511,Medium,Education,Energy,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U4031,62,Female,93946,Low,Emergency Fund,Real Estate,Short-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4032,36,Male,108457,Low,Education,Tech,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4033,61,Female,117371,High,Wealth Growth,Finance,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4034,43,Female,145157,Medium,Education,Consumer Goods,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4035,22,Female,30093,Medium,Wealth Growth,Tech,Long-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4036,62,Other,119898,Low,House Purchase,Healthcare,Medium-term,Real Estate,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4037,43,Male,127314,Low,Education,Real Estate,Short-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4038,29,Male,103298,Low,Retirement,Energy,Medium-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U4039,42,Male,82462,Medium,Wealth Growth,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4040,42,Female,160400,High,Emergency Fund,Real Estate,Long-term,Mutual Funds,"80% Stocks, 10% Crypto, 10% Cash"
U4041,31,Male,145258,Medium,House Purchase,Tech,Long-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4042,46,Male,99552,Low,Emergency Fund,Healthcare,Long-term,Stocks,"80% Stocks, 10% Crypto, 10% Cash"
U4043,53,Male,120661,Medium,Wealth Growth,Tech,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4044,58,Male,121958,Low,House Purchase,Tech,Medium-term,Crypto,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4045,36,Female,41189,Low,Wealth Growth,Consumer Goods,Long-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4046,31,Male,178871,Medium,Emergency Fund,Finance,Medium-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4047,60,Female,46319,Medium,Wealth Growth,Energy,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U4048,45,Male,23105,Medium,House Purchase,Tech,Short-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4049,37,Male,187105,Medium,Education,Tech,Short-term,Mixed Portfolio,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4050,49,Female,90070,Medium,Wealth Growth,Tech,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4051,63,Female,156415,Low,House Purchase,Real Estate,Short-term,Stocks,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4052,28,Male,80341,Low,House Purchase,Tech,Medium-term,Bonds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4053,43,Male,87347,Low,Retirement,Energy,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4054,21,Male,40271,Medium,House Purchase,Finance,Medium-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4055,23,Male,175668,High,Education,Tech,Medium-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
U4056,30,Other,140215,Medium,House Purchase,Finance,Short-term,Real Estate,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4057,51,Female,116226,Medium,House Purchase,Consumer Goods,Medium-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U4058,39,Male,171582,High,Wealth Growth,Consumer Goods,Medium-term,Mutual Funds,"70% Stocks, 20% Bonds, 10% Crypto"
U4059,30,Male,64163,Medium,House Purchase,Finance,Long-term,Crypto,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4060,59,Female,175845,Medium,Emergency Fund,Tech,Medium-term,Stocks,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4061,23,Male,89034,Medium,Emergency Fund,Tech,Medium-term,Mixed Portfolio,"40% Bonds, 40% Mutual Funds, 20% Stocks"
U4062,42,Female,65752,Medium,Education,Real Estate,Medium-term,Real Estate,"60% Real Estate, 30% Stocks, 10% Bonds"
U4063,31,Female,107850,Medium,Education,Real Estate,Short-term,Stocks,"60% Real Estate, 30% Stocks, 10% Bonds"
U4064,23,Female,31953,Low,House Purchase,Energy,Long-term,Real Estate,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4065,38,Female,89555,Medium,Education,Finance,Medium-term,Mutual Funds,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4066,32,Female,125961,Medium,Emergency Fund,Finance,Short-term,Mutual Funds,"Mixed: 30% Crypto, 30% Stocks, 20% Bonds, 20% Real Estate"
U4067,23,Male,74352,Low,Emergency Fund,Consumer Goods,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4068,54,Male,137310,Medium,Wealth Growth,Finance,Long-term,Crypto,"50% Mutual Funds, 30% Bonds, 20% Real Estate"
U4069,26,Male,100307,High,House Purchase,Finance,Long-term,Real Estate,"80% Stocks, 10% Crypto, 10% Cash"
